ID;Datum;Temperatur;Luftfeuchtigkeit;Arbeiter;Sensor1;Sensor2;Sensor3;Sensor4;Sensor5;Sensor6;Sensor7;Sensor8;Sensor9;Sensor10;Sensor11;Sensor12;Sensor13;Sensor14;Sensor15;Zeit seit letztem Ausfall (Stunden);Ausfall
810;02.10.2020 12:00;61;91;Arbeiter2;265;2;1;1186;1246;1001;1747;1593;822;423;1468;1379;867;233;1504;162;Nein
811;02.10.2020 13:00;68;91;Arbeiter2;1272;0;2;389;958;614;1822;1603;935;1081;1378;1296;616;327;1860;163;Nein
812;02.10.2020 14:00;67;86;Arbeiter2;730;0;2;1509;709;741;924;298;1085;998;662;1618;1809;1953;1993;164;Nein
813;02.10.2020 15:00;68;91;Arbeiter2;1045;0;0;417;1783;873;1238;789;227;746;1384;1707;384;1747;1121;165;Nein
814;02.10.2020 16:00;63;80;Arbeiter8;962;0;0;1578;229;1399;840;1694;957;776;421;1209;1170;1408;1708;166;Nein
815;02.10.2020 17:00;64;83;Arbeiter8;467;0;2;735;1029;683;285;987;864;1860;1742;1709;1474;1579;668;167;Nein
816;02.10.2020 18:00;63;90;Arbeiter8;536;0;0;1082;1982;313;1522;289;1102;821;1190;888;170;1366;1202;168;Nein
817;02.10.2020 19:00;65;85;Arbeiter8;1830;2;1;523;1564;467;1830;971;959;1401;1424;1003;1683;724;1780;169;Nein
818;02.10.2020 20:00;66;82;Arbeiter8;1217;0;2;1050;1670;1180;290;1160;973;1967;238;1989;209;609;1142;170;Nein
819;02.10.2020 21:00;61;80;Arbeiter8;551;3;2;309;2010;1945;236;1368;196;255;606;788;1297;1011;1384;171;Nein
820;02.10.2020 22:00;65;92;Arbeiter8;1791;3;1;1500;302;707;1401;872;1611;1927;1646;1659;691;1220;189;172;Nein
821;02.10.2020 23:00;60;81;Arbeiter8;1904;0;0;1725;776;1105;1838;357;287;747;1495;872;1861;920;657;173;Nein
822;03.10.2020 00:00;65;81;Arbeiter1;1002;3;1;702;1923;1722;631;650;1849;523;1519;1495;874;1153;1389;174;Nein
823;03.10.2020 01:00;62;84;Arbeiter1;1149;3;0;168;821;190;1229;1794;815;448;813;872;309;843;696;175;Nein
824;03.10.2020 02:00;65;85;Arbeiter1;1641;0;2;1172;473;530;1038;1037;2010;621;1809;1013;1479;782;744;176;Nein
825;03.10.2020 03:00;60;92;Arbeiter1;576;3;1;1778;1646;233;592;316;1663;1248;1998;1446;469;376;269;177;Nein
826;03.10.2020 04:00;60;87;Arbeiter1;847;0;1;1257;965;561;634;1349;1323;1703;744;1437;256;837;1038;178;Nein
827;03.10.2020 05:00;62;85;Arbeiter1;394;2;1;195;196;776;295;1564;1877;1303;1608;1287;603;1744;414;179;Nein
828;03.10.2020 06:00;67;84;Arbeiter1;290;0;1;554;454;410;723;1853;425;1544;1337;427;411;1643;229;180;Nein
829;03.10.2020 07:00;64;92;Arbeiter1;826;1;2;476;717;1637;477;315;1233;1973;167;1611;378;1349;528;181;Nein
830;03.10.2020 08:00;66;87;Arbeiter3;797;2;2;1357;799;705;1155;1925;1484;1676;555;473;618;1050;1111;182;Nein
831;03.10.2020 09:00;67;84;Arbeiter3;530;1;2;1321;1697;1319;1838;321;160;652;1851;338;918;1973;1304;183;Nein
832;03.10.2020 10:00;62;82;Arbeiter3;866;0;2;1709;892;1736;1174;656;1562;1784;217;386;720;1367;727;184;Nein
833;03.10.2020 11:00;67;91;Arbeiter3;1217;0;2;1900;507;1808;1026;1885;422;680;1164;342;1891;1446;1242;185;Nein
834;03.10.2020 12:00;63;82;Arbeiter3;1710;2;0;1390;1891;378;1360;213;1128;1415;830;743;1373;1595;1341;186;Nein
835;03.10.2020 13:00;60;88;Arbeiter3;1167;3;1;558;1084;1215;1024;1407;1860;596;523;423;1210;552;809;187;Nein
836;03.10.2020 14:00;68;90;Arbeiter3;1814;1;2;672;355;1436;1160;828;1375;886;1999;1461;292;551;1065;188;Nein
837;03.10.2020 15:00;66;90;Arbeiter3;1087;3;0;606;1115;1738;874;1207;416;1399;371;434;810;252;492;189;Nein
838;03.10.2020 16:00;60;83;Arbeiter5;1492;3;2;501;1223;711;567;234;1039;1442;1399;999;1549;1728;538;190;Nein
839;03.10.2020 17:00;68;80;Arbeiter5;437;2;2;777;836;338;707;933;1253;1406;401;830;309;1530;1006;191;Nein
840;03.10.2020 18:00;61;91;Arbeiter5;574;2;0;1918;586;1181;411;719;1250;1149;1588;1255;1065;1854;2005;192;Nein
841;03.10.2020 19:00;65;81;Arbeiter5;1464;1;1;1514;1385;1650;1169;1514;1648;408;1617;463;867;1076;515;193;Nein
842;03.10.2020 20:00;65;91;Arbeiter5;1436;0;1;585;1547;827;1046;1160;1007;1426;1921;1839;1847;1976;710;194;Nein
843;03.10.2020 21:00;65;91;Arbeiter5;642;2;2;485;1275;770;1578;1125;1432;749;545;493;583;1908;792;195;Nein
844;03.10.2020 22:00;63;81;Arbeiter5;1346;2;2;928;1895;1159;377;163;859;1694;1798;448;1081;1542;998;196;Nein
845;03.10.2020 23:00;62;92;Arbeiter5;1127;0;1;319;1344;420;683;775;1812;792;1431;845;447;195;674;197;Nein
846;04.10.2020 00:00;64;110;Arbeiter2;1773;0;2;1640;1081;838;386;1966;1256;1213;809;1293;776;823;976;198;Nein
847;04.10.2020 01:00;62;81;Arbeiter2;1368;0;1;1006;1753;849;1805;1471;687;435;348;1266;1534;389;258;199;Nein
848;04.10.2020 02:00;68;86;Arbeiter2;657;2;2;1287;892;1211;1467;1397;1575;331;998;2001;459;1211;1535;200;Nein
849;04.10.2020 03:00;64;92;Arbeiter2;1785;3;2;1076;1538;195;194;599;1952;493;1454;800;217;667;828;201;Nein
850;04.10.2020 04:00;61;82;Arbeiter2;968;3;2;1719;1693;1107;1629;382;1512;1364;1192;1434;1171;1479;971;202;Nein
851;04.10.2020 05:00;66;87;Arbeiter2;554;1;1;497;156;787;1640;1784;1179;521;994;1695;259;1352;1165;203;Nein
852;04.10.2020 06:00;67;89;Arbeiter2;439;2;2;1855;1329;1695;1780;832;1984;1920;1502;1652;624;909;933;204;Nein
853;04.10.2020 07:00;60;84;Arbeiter2;1913;0;0;844;521;1580;262;1741;1621;179;1752;238;1379;370;1331;205;Nein
854;04.10.2020 08:00;63;85;Arbeiter4;1343;3;0;699;1682;959;1220;981;1339;1035;1948;1306;1523;249;1856;206;Nein
855;04.10.2020 09:00;68;84;Arbeiter4;1474;2;2;1627;883;2003;1124;687;869;1218;1425;844;201;436;749;207;Nein
856;04.10.2020 10:00;66;89;Arbeiter4;1117;1;2;872;1745;1316;1439;515;391;1390;513;395;1098;308;1027;208;Nein
857;04.10.2020 11:00;62;91;Arbeiter4;774;2;0;1374;893;1931;1394;1464;324;196;1326;853;293;1886;1810;209;Nein
858;04.10.2020 12:00;65;85;Arbeiter4;1262;1;2;1704;513;336;1323;1920;1731;1672;959;1060;1157;535;955;210;Nein
859;04.10.2020 13:00;61;89;Arbeiter4;1371;0;2;972;1626;1738;281;1876;1708;828;318;442;1184;1282;1262;211;Nein
860;04.10.2020 14:00;62;84;Arbeiter4;1204;3;2;546;1118;1111;443;1210;1339;841;769;798;626;377;1566;212;Nein
861;04.10.2020 15:00;62;91;Arbeiter4;526;2;1;1444;1018;586;762;1103;1551;1569;1063;1318;1106;392;661;213;Nein
862;04.10.2020 16:00;64;90;Arbeiter6;416;3;0;1361;212;830;855;615;1379;543;1514;817;1836;1919;260;214;Nein
863;04.10.2020 17:00;63;87;Arbeiter6;788;1;2;815;574;1467;1716;571;1657;365;760;747;467;298;321;215;Nein
864;04.10.2020 18:00;64;88;Arbeiter6;1852;2;0;1559;976;174;287;1026;261;1706;659;467;240;1134;1640;216;Nein
865;04.10.2020 19:00;68;88;Arbeiter6;385;2;1;1539;1216;230;917;1609;1953;1984;1118;1921;1416;1416;1616;217;Nein
866;04.10.2020 20:00;66;85;Arbeiter6;1925;1;1;1300;910;896;893;1670;375;1654;1239;614;1931;352;1950;218;Nein
867;04.10.2020 21:00;62;86;Arbeiter6;1709;0;0;1169;1102;1231;968;259;1687;1551;1961;1183;1026;970;835;219;Nein
868;04.10.2020 22:00;66;83;Arbeiter6;805;3;2;1482;927;1558;1178;1457;847;1245;732;387;786;1857;168;220;Nein
869;04.10.2020 23:00;68;90;Arbeiter6;913;0;0;520;1989;648;389;1748;1324;352;653;628;431;491;808;221;Nein
870;05.10.2020 00:00;60;92;Arbeiter7;725;3;1;1828;354;778;1762;1706;594;1799;1942;873;493;1102;363;222;Nein
871;05.10.2020 01:00;68;81;Arbeiter7;1643;0;2;496;290;873;1186;215;1105;637;1199;1003;744;1036;1577;223;Nein
872;05.10.2020 02:00;60;83;Arbeiter7;1048;3;2;559;777;1771;1562;553;968;172;1856;923;1806;1308;834;224;Nein
873;05.10.2020 03:00;65;80;Arbeiter7;1291;3;0;758;197;282;954;845;1171;1892;757;1564;1512;397;952;225;Nein
874;05.10.2020 04:00;66;83;Arbeiter7;752;1;0;1459;724;506;1298;1260;1541;466;1304;190;254;947;734;226;Nein
875;05.10.2020 05:00;65;81;Arbeiter7;1254;0;1;768;1628;1108;1201;1449;883;870;1215;1380;1740;790;215;227;Nein
876;05.10.2020 06:00;60;89;Arbeiter7;1934;3;1;1234;1027;1468;877;1947;794;276;1833;1222;1162;1862;1323;228;Nein
877;05.10.2020 07:00;64;81;Arbeiter7;745;3;0;1040;873;1289;1574;1773;1577;1826;1959;1239;1737;809;315;229;Nein
878;05.10.2020 08:00;63;87;Arbeiter2;673;1;2;1995;1989;1443;598;1187;367;1547;1390;1942;780;1829;844;230;Nein
879;05.10.2020 09:00;60;84;Arbeiter2;825;0;1;1961;1644;670;472;882;1101;1707;1467;1044;537;1219;1251;231;Nein
880;05.10.2020 10:00;62;90;Arbeiter2;1053;3;0;1297;1038;1684;1125;813;1742;744;1542;1122;430;1832;1186;232;Nein
881;05.10.2020 11:00;61;85;Arbeiter2;1004;3;0;668;1835;356;1283;211;683;889;1810;1063;497;894;664;233;Nein
882;05.10.2020 12:00;67;90;Arbeiter2;1963;1;1;1529;764;1947;1484;1441;730;1206;629;1282;233;1147;1399;234;Nein
883;05.10.2020 13:00;68;85;Arbeiter2;1840;3;2;510;739;937;1764;1147;1848;1673;428;260;1795;1627;1384;235;Nein
884;05.10.2020 14:00;61;88;Arbeiter2;1062;0;2;1144;1790;1942;859;1042;774;1748;693;1636;929;355;1305;236;Nein
885;05.10.2020 15:00;65;83;Arbeiter2;746;1;1;1865;554;1872;1716;1138;1055;1766;942;1571;321;935;447;237;Nein
886;05.10.2020 16:00;61;89;Arbeiter8;358;3;1;455;673;685;1541;240;1064;1525;1420;1783;1081;1419;208;238;Nein
887;05.10.2020 17:00;68;83;Arbeiter8;1043;1;1;1434;1446;1707;283;452;1657;1527;1706;1805;1026;1805;940;239;Nein
888;05.10.2020 18:00;67;80;Arbeiter8;1756;0;2;469;611;222;1091;760;1013;1348;541;264;674;1206;1309;240;Nein
889;05.10.2020 19:00;63;82;Arbeiter8;768;0;2;1730;438;1734;1814;1354;786;813;1050;1147;588;289;233;241;Nein
890;05.10.2020 20:00;68;92;Arbeiter8;181;3;0;881;313;695;816;907;1072;235;523;2005;854;719;699;242;Nein
891;05.10.2020 21:00;64;80;Arbeiter8;1946;1;0;1013;605;1002;1699;1575;1636;1060;393;1564;798;672;315;243;Nein
892;05.10.2020 22:00;66;82;Arbeiter8;1189;3;0;589;1587;1457;899;475;1494;1317;1051;1202;271;1757;907;244;Nein
893;05.10.2020 23:00;60;86;Arbeiter8;826;0;2;625;651;564;1656;1115;1309;1376;207;700;1095;268;271;245;Nein
894;06.10.2020 00:00;62;91;Arbeiter1;284;3;0;1124;1642;633;603;1819;1691;1889;1769;1657;1176;674;561;246;Nein
895;06.10.2020 01:00;61;89;Arbeiter1;762;0;2;1704;1100;373;1202;1812;441;1125;1491;963;1701;458;1846;247;Nein
896;06.10.2020 02:00;62;90;Arbeiter1;1498;2;1;1138;1745;1382;1280;1722;547;1605;1823;605;898;1165;889;248;Nein
897;06.10.2020 03:00;60;90;Arbeiter1;726;3;2;2011;1110;1002;1865;1054;304;1477;1736;642;1766;1895;1706;249;Nein
898;06.10.2020 04:00;68;85;Arbeiter1;1738;3;0;1155;1597;1692;470;781;1236;378;313;1587;304;1060;1007;250;Nein
899;06.10.2020 05:00;63;88;Arbeiter1;403;2;1;1079;1335;1197;748;1163;861;245;1053;1159;354;1973;210;251;Nein
900;06.10.2020 06:00;62;88;Arbeiter1;1049;2;0;1106;1603;517;1852;1147;1622;1319;475;1775;294;622;1498;252;Nein
901;06.10.2020 07:00;68;88;Arbeiter1;962;2;2;1905;287;1166;469;1428;1693;160;1290;1403;2000;1710;1428;253;Nein
902;06.10.2020 08:00;62;89;Arbeiter3;987;3;2;368;2002;1806;2007;885;1430;649;1607;1751;971;326;1245;254;Nein
903;06.10.2020 09:00;64;90;Arbeiter3;762;3;0;1918;1345;1559;1503;431;292;853;1133;1725;375;1240;1839;255;Nein
904;06.10.2020 10:00;68;91;Arbeiter3;1818;2;0;1668;1068;2004;1905;853;1676;1905;1720;1441;494;1369;824;256;Nein
905;06.10.2020 11:00;61;88;Arbeiter3;1506;0;2;969;760;1934;263;410;1612;342;987;593;934;302;616;257;Nein
906;06.10.2020 12:00;62;85;Arbeiter3;479;3;1;720;751;1151;1274;1436;1403;188;556;1372;198;500;1675;258;Nein
907;06.10.2020 13:00;62;83;Arbeiter3;940;1;2;1307;1475;301;378;586;1248;851;1853;1679;1091;1635;1308;259;Nein
908;06.10.2020 14:00;65;82;Arbeiter3;1712;3;0;1924;1921;648;1432;801;436;1076;972;1659;1321;940;373;260;Nein
909;06.10.2020 15:00;62;84;Arbeiter3;717;0;2;1836;1857;1210;163;359;1160;743;1660;220;1633;601;1013;261;Nein
910;06.10.2020 16:00;66;82;Arbeiter5;189;1;0;1216;434;280;420;186;1102;769;662;1192;886;523;1948;262;Nein
911;06.10.2020 17:00;63;88;Arbeiter5;819;1;2;1411;713;1438;313;416;1530;296;771;1624;705;1132;177;263;Nein
912;06.10.2020 18:00;62;88;Arbeiter5;1282;3;2;489;738;1579;1400;1170;1533;1748;1390;791;1512;1236;1190;264;Nein
913;06.10.2020 19:00;61;83;Arbeiter5;1075;1;0;1503;487;1227;1044;286;1791;1748;450;1535;973;1869;1575;265;Nein
914;06.10.2020 20:00;61;92;Arbeiter5;1178;0;0;1267;361;533;748;650;1021;1936;1091;726;496;1342;1012;266;Nein
915;06.10.2020 21:00;65;87;Arbeiter5;729;2;1;892;266;1746;1072;902;735;681;396;1110;931;179;257;267;Nein
916;06.10.2020 22:00;67;90;Arbeiter5;1657;1;2;1484;1026;962;2003;1405;1569;1591;1361;1898;1923;1458;832;268;Nein
917;06.10.2020 23:00;74;91;Arbeiter5;651;3;1;401;767;1291;855;1309;201;183;1718;1087;1115;611;839;269;Nein
918;07.10.2020 00:00;5;85;Arbeiter2;1108;2;1;866;1037;1265;1282;1946;490;1136;1935;1839;1042;1198;861;270;Nein
919;07.10.2020 01:00;64;87;Arbeiter2;1884;0;1;1286;1547;1440;1701;1131;1878;1984;540;1568;200;1924;733;271;Nein
920;07.10.2020 02:00;62;90;Arbeiter2;200;1;2;1084;1591;788;1043;1632;590;1061;501;1699;1539;313;621;272;Nein
921;07.10.2020 03:00;66;83;Arbeiter2;821;3;1;1816;197;1417;1235;1658;1987;1681;636;1067;1788;1150;1300;273;Nein
922;07.10.2020 04:00;62;88;Arbeiter2;1404;1;1;677;350;1845;537;261;1510;1581;1352;687;1034;1279;1614;274;Nein
923;07.10.2020 05:00;67;88;Arbeiter2;1559;0;1;916;838;806;1748;1843;1629;191;1547;1658;835;1978;1798;275;Nein
924;07.10.2020 06:00;63;86;Arbeiter2;1006;0;2;1463;1203;769;360;1106;920;656;988;747;694;244;1018;276;Nein
925;07.10.2020 07:00;66;80;Arbeiter2;1971;2;1;1677;1151;1622;441;1926;703;1981;1319;1127;1501;547;1018;277;Nein
926;07.10.2020 08:00;62;92;Arbeiter4;1806;3;1;264;1346;1502;1634;369;1634;989;569;756;1696;590;839;278;Nein
927;07.10.2020 09:00;63;86;Arbeiter4;776;1;0;1350;705;865;890;557;1908;287;1690;806;1302;811;722;279;Nein
928;07.10.2020 10:00;60;80;Arbeiter4;1123;3;1;1409;976;1771;235;437;1647;948;267;935;824;1661;314;280;Nein
929;07.10.2020 11:00;63;80;Arbeiter4;1582;2;0;1981;1581;306;1788;1210;1280;408;799;1044;1044;577;636;281;Nein
930;07.10.2020 12:00;67;82;Arbeiter4;1781;1;0;587;1611;1041;1820;1927;1509;1369;276;966;289;1566;1580;282;Nein
931;07.10.2020 13:00;68;86;Arbeiter4;542;0;0;1181;593;1706;1953;918;1244;1901;1354;861;1864;1131;333;283;Nein
932;07.10.2020 14:00;62;81;Arbeiter4;1543;1;0;504;697;597;1856;1616;509;1483;940;1129;241;413;1275;284;Nein
933;07.10.2020 15:00;62;89;Arbeiter4;549;1;1;1530;1256;1647;946;707;1917;1004;945;1189;1370;608;1547;285;Nein
934;07.10.2020 16:00;64;87;Arbeiter6;230;1;0;521;741;1434;1341;1291;1149;1554;627;1122;1150;776;1908;286;Nein
935;07.10.2020 17:00;62;80;Arbeiter6;1585;1;1;391;799;1853;1677;509;1797;1801;1505;1481;1514;678;509;287;Nein
936;07.10.2020 18:00;66;91;Arbeiter6;1056;2;1;750;430;1332;1752;807;647;1455;1277;1158;1325;1859;853;288;Nein
937;07.10.2020 19:00;60;86;Arbeiter6;1213;0;0;1246;1604;285;253;478;1557;1587;870;1078;351;1484;602;289;Nein
938;07.10.2020 20:00;61;91;Arbeiter6;1986;1;2;313;1588;1517;1885;744;793;289;775;1742;392;1768;337;290;Nein
939;07.10.2020 21:00;67;85;Arbeiter6;1639;2;0;694;809;876;1859;917;491;1867;249;725;620;925;1798;291;Nein
940;07.10.2020 22:00;61;83;Arbeiter6;1067;0;0;343;223;1452;551;1722;997;1819;246;1638;293;560;281;292;Nein
941;07.10.2020 23:00;64;82;Arbeiter6;958;1;1;1762;979;165;1047;572;1509;1318;1268;955;1557;428;1474;293;Nein
942;08.10.2020 00:00;61;85;Arbeiter7;445;3;2;182;934;498;1872;922;230;1849;415;659;735;287;1949;294;Nein
943;08.10.2020 01:00;66;80;Arbeiter7;255;0;1;430;1508;1004;1598;576;1864;1758;1526;1531;1596;1574;659;295;Nein
944;08.10.2020 02:00;72;72;Arbeiter7;323;2;1;244;1272;405;1346;1100;220;817;1722;174;744;1276;573;296;Ja
945;08.10.2020 03:00;73;77;Arbeiter7;1079;3;0;780;568;1492;691;191;587;1115;642;926;560;1101;965;1;Ja
946;08.10.2020 04:00;71;74;Arbeiter7;666;2;1;1338;1311;1730;1819;443;370;1625;1151;1634;483;305;1031;1;Ja
947;08.10.2020 05:00;70;69;Arbeiter7;379;2;0;413;1984;1950;498;166;514;1441;1756;1677;414;658;362;1;Ja
948;08.10.2020 06:00;69;75;Arbeiter7;1859;0;2;1095;1349;1077;1597;1197;535;1323;1599;241;1556;1809;439;1;Ja
949;14.10.2020 02:00;68;87;Arbeiter7;1655;2;2;174;1649;1536;730;982;1037;1701;278;1132;1611;1655;513;140;Ja
950;04.11.2020 22:00;63;80;Arbeiter8;986;1;0;1363;1321;629;1871;1744;913;640;1154;1811;1039;1741;378;524;Ja
951;04.11.2020 23:00;66;89;Arbeiter8;797;0;0;1514;449;1549;1151;1856;640;1047;1722;1077;1483;309;1899;1;Ja
952;05.11.2020 00:00;65;88;Arbeiter1;726;3;2;400;1156;423;941;1908;626;764;1812;1381;1428;619;1603;1;Ja
953;05.11.2020 01:00;64;77;Arbeiter1;699;3;1;325;884;1092;1385;938;798;1896;1315;1281;785;1812;624;1;Ja
954;05.11.2020 02:00;65;86;Arbeiter1;934;0;2;1279;976;1288;913;244;479;1699;1480;1333;314;649;544;1;Ja
955;05.11.2020 03:00;60;89;Arbeiter1;942;1;0;1473;890;358;663;1809;1919;335;1909;482;848;616;348;1;Nein
956;05.11.2020 04:00;60;88;Arbeiter1;414;1;2;272;695;1955;506;302;1213;214;610;1833;1899;1889;1931;2;Nein
957;05.11.2020 05:00;61;84;Arbeiter1;452;1;0;1257;1580;1842;995;1060;1908;545;159;1452;1604;1817;390;3;Nein
958;05.11.2020 06:00;68;85;Arbeiter1;1684;1;1;1898;1382;1886;1221;1113;976;1663;1945;1043;1716;695;1455;4;Nein
959;05.11.2020 07:00;65;78;Arbeiter1;1987;3;0;816;677;559;310;661;1439;559;1626;1986;1490;1192;775;5;Nein
960;05.11.2020 08:00;60;78;Arbeiter3;1389;2;1;1985;883;686;1954;860;542;734;1137;1296;1773;213;639;6;Nein
961;05.11.2020 09:00;60;82;Arbeiter3;1310;1;1;1804;321;1330;1192;339;1791;1366;985;473;1749;1079;738;7;Nein
962;05.11.2020 10:00;63;78;Arbeiter3;912;2;1;941;1226;894;890;1507;1302;928;812;1645;644;1065;957;8;Nein
963;05.11.2020 11:00;61;87;Arbeiter3;1711;0;1;1609;653;1095;1590;353;771;1980;1430;197;953;283;1045;9;Nein
964;05.11.2020 12:00;61;78;Arbeiter3;1464;3;1;1267;194;866;442;203;1557;342;1324;921;588;984;868;10;Nein
965;05.11.2020 13:00;60;78;Arbeiter3;1598;3;1;1482;652;694;1622;1539;546;1870;1814;262;720;1589;1568;11;Nein
966;05.11.2020 14:00;61;82;Arbeiter3;234;2;2;547;869;533;161;1545;988;1866;528;1299;1967;853;1607;12;Nein
967;05.11.2020 15:00;66;81;Arbeiter3;1888;2;2;1811;1993;873;363;1271;1647;1110;1133;516;667;1864;1752;13;Nein
968;05.11.2020 16:00;68;86;Arbeiter5;972;2;0;219;447;1028;662;1641;564;894;1633;954;1833;330;937;14;Nein
969;05.11.2020 17:00;60;78;Arbeiter5;1579;3;1;507;1994;1520;256;454;1143;942;540;1276;1203;1839;957;15;Nein
970;05.11.2020 18:00;61;78;Arbeiter5;1784;1;1;1455;770;1856;514;260;1192;1386;343;820;1771;1236;815;16;Nein
971;05.11.2020 19:00;60;83;Arbeiter5;758;1;2;1716;1521;494;419;404;1702;380;1128;685;685;970;1973;17;Nein
972;05.11.2020 20:00;68;78;Arbeiter5;1186;3;1;682;1159;208;1680;2001;585;1237;1064;166;1363;527;1389;18;Nein
973;05.11.2020 21:00;68;77;Arbeiter5;220;0;1;1018;601;1653;1170;883;1036;1093;770;1239;1437;231;1510;19;Nein
974;05.11.2020 22:00;63;78;Arbeiter5;255;1;2;1316;1923;1871;1492;631;778;1433;495;1913;1066;549;1069;20;Nein
975;05.11.2020 23:00;60;89;Arbeiter5;1390;0;1;680;334;194;298;1138;543;1566;1056;525;178;942;848;21;Nein
976;06.11.2020 00:00;60;84;Arbeiter2;860;3;2;1850;1959;1080;1992;1830;885;1153;1113;711;1670;1302;2007;22;Nein
977;06.11.2020 01:00;64;79;Arbeiter2;467;1;2;163;174;587;955;1388;495;1799;1516;1925;1524;774;710;23;Nein
978;06.11.2020 02:00;68;86;Arbeiter2;908;1;0;1783;163;1948;1811;1695;1899;195;1537;1635;640;692;1039;24;Nein
979;06.11.2020 03:00;64;89;Arbeiter2;395;0;2;1387;1316;1552;1774;805;558;290;660;561;476;337;1506;25;Nein
980;06.11.2020 04:00;63;80;Arbeiter2;1775;1;1;1216;660;256;669;295;358;900;1453;587;1381;1391;1546;26;Nein
981;06.11.2020 05:00;67;87;Arbeiter2;560;3;1;1264;1959;1306;1407;856;658;1704;433;1567;1419;659;300;27;Nein
982;06.11.2020 06:00;68;88;Arbeiter2;441;0;1;1999;382;1700;1793;596;750;287;1632;1578;1745;1972;1888;28;Nein
983;06.11.2020 07:00;66;81;Arbeiter2;1897;0;2;1811;1594;1038;304;1325;1931;1682;774;1034;1505;857;1430;29;Nein
984;06.11.2020 08:00;61;78;Arbeiter4;735;2;2;1447;434;308;1567;400;577;1681;1672;694;468;1182;367;30;Nein
985;06.11.2020 09:00;67;89;Arbeiter4;577;1;0;1434;226;283;523;1583;874;803;1655;1966;1040;1384;1453;31;Nein
986;06.11.2020 10:00;63;81;Arbeiter4;1843;2;1;1252;1548;1531;1329;248;2007;501;440;1090;1420;1663;1653;32;Nein
987;06.11.2020 11:00;67;81;Arbeiter4;2003;1;1;480;1144;232;1941;446;623;226;177;1875;391;709;1162;33;Nein
988;06.11.2020 12:00;60;83;Arbeiter4;1385;3;2;1787;611;1394;554;1021;842;880;913;994;398;1856;740;34;Nein
989;06.11.2020 13:00;68;77;Arbeiter4;743;3;2;1326;887;679;1974;759;1628;1958;1865;1962;963;522;785;35;Nein
990;06.11.2020 14:00;64;86;Arbeiter4;289;1;2;287;826;159;1691;677;810;204;1587;899;682;556;1434;36;Nein
991;06.11.2020 15:00;67;82;Arbeiter4;1600;0;2;625;1465;632;1528;1660;355;793;1989;899;1127;1301;216;37;Nein
992;06.11.2020 16:00;60;77;Arbeiter6;1666;0;1;626;434;914;503;1937;775;954;1821;936;943;1311;373;38;Nein
993;06.11.2020 17:00;65;77;Arbeiter6;1035;0;2;875;1307;1844;198;1120;1953;1806;797;2004;888;1340;1019;39;Nein
994;06.11.2020 18:00;65;89;Arbeiter6;864;3;2;1245;1110;607;1837;1312;670;1476;1367;323;1432;1785;406;40;Nein
995;06.11.2020 19:00;64;87;Arbeiter6;291;2;1;490;237;1972;1848;501;459;1406;1129;1285;444;723;1303;41;Nein
996;06.11.2020 20:00;68;88;Arbeiter6;257;0;1;1816;345;1615;1978;1653;1201;1218;1154;249;892;329;224;42;Nein
997;06.11.2020 21:00;62;86;Arbeiter6;1094;3;1;1550;888;327;1860;624;1542;1864;542;1065;271;494;289;43;Nein
998;06.11.2020 22:00;61;81;Arbeiter6;1726;2;0;1681;1773;1759;374;802;661;1470;1349;1910;1271;1403;1888;44;Nein
999;06.11.2020 23:00;68;78;Arbeiter6;1476;1;2;898;1511;1591;1035;1649;171;1359;656;213;333;1665;233;45;Nein
1000;07.11.2020 00:00;60;83;Arbeiter7;274;1;2;194;1449;1201;1848;1581;1013;1831;888;861;1847;1244;1880;46;Nein
1001;07.11.2020 01:00;65;85;Arbeiter7;341;2;0;885;869;659;789;1768;1015;1046;1155;449;1121;1582;1524;47;Nein
1002;07.11.2020 02:00;60;89;Arbeiter7;1652;0;1;1093;1086;331;1695;1957;1274;1635;295;710;570;1883;901;48;Nein
1003;07.11.2020 03:00;63;81;Arbeiter7;635;1;0;778;919;761;1559;757;676;1520;1587;709;2011;1024;1666;49;Nein
1004;07.11.2020 04:00;68;87;Arbeiter7;1028;1;1;628;1642;950;1981;1254;1791;917;982;1394;1110;1434;1938;50;Nein
1005;07.11.2020 05:00;62;79;Arbeiter7;155;0;2;896;443;1740;959;239;1817;1499;1693;461;1783;1591;1478;51;Nein
1006;07.11.2020 06:00;64;82;Arbeiter7;1666;3;1;1446;164;175;1935;1572;745;498;1609;1729;1232;1200;523;52;Nein
1007;07.11.2020 07:00;68;88;Arbeiter7;1065;1;0;1937;734;1097;718;1824;287;365;671;208;1230;1404;1655;53;Nein
1008;07.11.2020 08:00;60;79;Arbeiter2;1165;1;2;693;1618;1438;1429;158;1321;1239;1792;427;1365;1052;1201;54;Nein
1009;07.11.2020 09:00;66;89;Arbeiter2;1471;2;1;691;804;830;268;1300;1591;1303;1321;1578;210;1886;845;55;Nein
1010;07.11.2020 10:00;60;84;Arbeiter2;1501;2;0;1186;1652;207;844;490;1920;989;982;1017;1357;853;585;56;Nein
1011;07.11.2020 11:00;63;82;Arbeiter2;1425;0;2;1314;822;1237;1831;341;1069;597;1406;389;1653;1299;999;57;Nein
1012;07.11.2020 12:00;68;82;Arbeiter2;1158;1;2;1269;1844;1256;611;671;647;366;354;767;170;421;1251;58;Nein
